business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,formatted_phone_number,formatted_address
OPERATIONAL,"{'location': {'lat': 52.057474, 'lng': 4.391713699999999}, 'viewport': {'northeast': {'lat': 52.0584464302915, 'lng': 4.39468775}, 'southwest': {'lat': 52.0557484697085, 'lng': 4.390722349999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,"Wittebrug Volkswagen Den Haag, Forepark",{'open_now': True},"[{'height': 580, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114016441193877689450"">Wittebrug Volkswagen Den Haag, Forepark</a>'], 'photo_reference': 'AeJbb3dtiZKFB11-LMK5hTouIgCUVG5ID9IVv8SzHXbyRQe4JawCY9MU354UgfMJNqJ_C_SjcyHwgHOYebtZdRwvPqLZaq_EI8PXBEqSnl55ERQO9VXyCXRJG8bmRE3A-lh-HtkRmjj24Oby6sj-_2Ki-v_nJ-L4hUDX-IhNqgQNkYs_cCSY', 'width': 1000}]",ChIJbUaoGUq3xUcRaS6NdlyuVl4,"{'compound_code': '394R+XM The Hague, Netherlands', 'global_code': '9F46394R+XM'}",3.9,ChIJbUaoGUq3xUcRaS6NdlyuVl4,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",406,"Donau 120a, Den Haag",,,070 342 9222,"Donau 120a, 2491 BC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0463844, 'lng': 4.3926995}, 'viewport': {'northeast': {'lat': 52.0477514302915, 'lng': 4.394025030291502}, 'southwest': {'lat': 52.0450534697085, 'lng': 4.391327069708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Car Connection,,,ChIJhRjnACC2xUcRnt30ylSiq4s,"{'compound_code': '29WV+H3 Nootdorp, Netherlands', 'global_code': '9F4629WV+H3'}",,ChIJhRjnACC2xUcRnt30ylSiq4s,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",,"Markt 135, Nootdorp",,,06 24730476,"Markt 135, 2631 EE Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06021010000001, 'lng': 4.386588200000001}, 'viewport': {'northeast': {'lat': 52.06172198029149, 'lng': 4.387649980291504}, 'southwest': {'lat': 52.0590240197085, 'lng': 4.384952019708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Volvo,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100517684985366746633"">Josef král</a>'], 'photo_reference': 'AeJbb3dG7mbBYLeDSkiSjUBxuG1mU39L0xZgOFwtUwFLpxTgItCLZn76QK46O7V_TQYIsKep-ni1THsMFpd8K6r_GDdurmX6vVSnnyuSvnZPFgvL32q28PR3kPpOpwqXZSEFuSawQg_CHTTO7j6vUYeDKyOMjOtSzcFXXllTo5A8eAU7cJbK', 'width': 3264}]",ChIJ044m8S62xUcRuFtde3vIlyY,"{'compound_code': '396P+3J The Hague, Netherlands', 'global_code': '9F46396P+3J'}",4.5,ChIJ044m8S62xUcRuFtde3vIlyY,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",6,"Tiber, Den Haag",,,none,"Tiber, 2491 DL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04773960000001, 'lng': 4.405872}, 'viewport': {'northeast': {'lat': 52.04908858029151, 'lng': 4.407220980291501}, 'southwest': {'lat': 52.04639061970851, 'lng': 4.404523019708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Autobedrijf Mebu,{'open_now': True},"[{'height': 504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103668696648905472064"">Autobedrijf Mebu</a>'], 'photo_reference': 'AeJbb3foKBYtmaVH8cqAUdE4mGTy49C4ZJ-CR_zFM2x_NrhfAUK91NqPR1n0vapLTRHxWbLDwREBztjDIaR04bv44CBSWASlBXVSo1ZIuqNQMyrxpj1faABOqVXJ5FmPP4HHTiXPQWkqd4t-QDJi3OlQZmoNLTjJGIkBxiDMzzbmfVZuMae0', 'width': 896}]",ChIJLfVaKN3JxUcRYKtyAN3pUkg,"{'compound_code': '2CX4+38 Nootdorp, Netherlands', 'global_code': '9F462CX4+38'}",4.6,ChIJLfVaKN3JxUcRYKtyAN3pUkg,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",156,"Laan van Ambacht 1, Nootdorp",,,015 310 8415,"Laan van Ambacht 1, 2631 RJ Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04961489999999, 'lng': 4.407504199999999}, 'viewport': {'northeast': {'lat': 52.05101773029149, 'lng': 4.409007530291501}, 'southwest': {'lat': 52.0483197697085, 'lng': 4.406309569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Autobedrijf Kash,{'open_now': True},,ChIJy0MLTMPJxUcRffke5wYSpEI,"{'compound_code': '2CX5+R2 Nootdorp, Netherlands', 'global_code': '9F462CX5+R2'}",4.8,ChIJy0MLTMPJxUcRffke5wYSpEI,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",29,"Wagenmaker 4, Nootdorp",,,015 361 1146,"Wagenmaker 4, 2631 RL Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0395502, 'lng': 4.3978835}, 'viewport': {'northeast': {'lat': 52.0408629302915, 'lng': 4.399207780291502}, 'southwest': {'lat': 52.0381649697085, 'lng': 4.396509819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Autobedrijf Nootenboom B.V.,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102997784069636218928"">Autobedrijf Nootenboom B.V.</a>'], 'photo_reference': 'AeJbb3fcuscwOXcRxnqKveYccs7FPhaFUdZ2ngyUfomIRLQUk04J26ruxLF6NirfNeimn9C6aC2JX4gIOvScfD7zN8MIpMWuYJGeq8-6VK-R_6yXPEeIAlrECEvQZ_VKC8LFH7c7w_Cg4wJPfnL1q5MwKLy__9lnRvauLV9wdW6G00X1X0FI', 'width': 3872}]",ChIJ3z8x5uPJxUcRJu2Kv1_f8tA,"{'compound_code': '29QX+R5 Nootdorp, Netherlands', 'global_code': '9F4629QX+R5'}",4.4,ChIJ3z8x5uPJxUcRJu2Kv1_f8tA,GOOGLE,"['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']",164,"Oudeweg 29, Nootdorp",,,015 310 9955,"Oudeweg 29, 2631 PA Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0504386, 'lng': 4.416654099999999}, 'viewport': {'northeast': {'lat': 52.0517427802915, 'lng': 4.417902530291502}, 'southwest': {'lat': 52.0490448197085, 'lng': 4.415204569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Van Gils Onroerend Goed B.V.,{'open_now': True},,ChIJCyJsxgK3xUcRupf7kWEYbz0,"{'compound_code': '3C28+5M Nootdorp, Netherlands', 'global_code': '9F463C28+5M'}",,ChIJCyJsxgK3xUcRupf7kWEYbz0,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",,"Spiegelstraat 6, Nootdorp",,,070 383 6357,"Spiegelstraat 6, 2631 RS Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0480901, 'lng': 4.408452099999999}, 'viewport': {'northeast': {'lat': 52.04936848029149, 'lng': 4.409626180291501}, 'southwest': {'lat': 52.04667051970849, 'lng': 4.406928219708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Sparks Exclusive Cars B.V.,{'open_now': True},,ChIJEbdUVS_JxUcRrZadhaidj0M,"{'compound_code': '2CX5+69 Nootdorp, Netherlands', 'global_code': '9F462CX5+69'}",4.3,ChIJEbdUVS_JxUcRrZadhaidj0M,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",6,"Koperslager 19, Nootdorp",,,015 455 0162,"Koperslager 19, 2631 RK Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0681155, 'lng': 4.2444396}, 'viewport': {'northeast': {'lat': 52.0694593302915, 'lng': 4.245792080291502}, 'southwest': {'lat': 52.0667613697085, 'lng': 4.243094119708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Avis Autoverhuur Den Haag West,{'open_now': True},"[{'height': 2134, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110523928653307254324"">Avis Autoverhuur Den Haag West</a>'], 'photo_reference': 'AeJbb3dHAs44lxMtXW0yAoChbAIJ9p4M9FAW0Y42Iw09phq2-getke0euzV2zyWXYjO8CpuVWXg9BMiNjo4louTXCnjEyt6n_ZklJNE9XOki589oJBJz_aXhcZ8rT0eoqduJU1Nk-YNMVVWpO7SRC5ab9d-sKJcyt2X9b7QK8CyUKlv2JZeG', 'width': 3795}]",ChIJ53ArJwGxxUcRSKlB6MzdQuY,"{'compound_code': '369V+6Q The Hague, Netherlands', 'global_code': '9F46369V+6Q'}",4.2,ChIJ53ArJwGxxUcRSKlB6MzdQuY,GOOGLE,"['car_rental', 'point_of_interest', 'establishment']",79,"De Savornin Lohmanplein 5, Den Haag",,,070 361 9191,"De Savornin Lohmanplein 5, 2566 AA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06571599999999, 'lng': 4.240343}, 'viewport': {'northeast': {'lat': 52.0670728802915, 'lng': 4.241717330291501}, 'southwest': {'lat': 52.06437491970851, 'lng': 4.239019369708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJT2hRYTixxUcRQENV5c_ja8w,"{'compound_code': '368R+74 The Hague, Netherlands', 'global_code': '9F46368R+74'}",,ChIJT2hRYTixxUcRQENV5c_ja8w,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Hoefbladlaan 1, Den Haag",,,085 773 4222,"Hoefbladlaan 1, 2555 BE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0683695, 'lng': 4.2446014}, 'viewport': {'northeast': {'lat': 52.0697908302915, 'lng': 4.246006730291502}, 'southwest': {'lat': 52.0670928697085, 'lng': 4.243308769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Waaijenberg Mobiliteit Brommobielen Den Haag,{'open_now': True},"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104990306741307712071"">Waaijenberg Mobiliteit Brommobielen Den Haag</a>'], 'photo_reference': 'AeJbb3dWyuCD6_sMaWCPFM_czG_7k1cCavLDgalQSbSZm6UgAMC_gWGr46FhRs8JKGe3P4Cfa2kbtgwFYB_oiF15GWEbgDsdr8D4ufyFO0Tz8jGynSa0retpf8Jz3vdzB8l9Rb2xUjeG6GJUnYPDPT2MarD07dcexb2qmnHlPzS_CAR3XDrD', 'width': 2016}]",ChIJ_S5iJgGxxUcRlAwjzHRD6tI,"{'compound_code': '369V+8R The Hague, Netherlands', 'global_code': '9F46369V+8R'}",4.4,ChIJ_S5iJgGxxUcRlAwjzHRD6tI,GOOGLE,"['car_rental', 'car_repair', 'store', 'point_of_interest', 'establishment']",48,"De Savornin Lohmanplein 3A, Den Haag",,,070 325 6505,"De Savornin Lohmanplein 3A, 2566 AA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.08002699999999, 'lng': 4.2602708}, 'viewport': {'northeast': {'lat': 52.0814077302915, 'lng': 4.261707580291502}, 'southwest': {'lat': 52.0787097697085, 'lng': 4.259009619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJJ8tq9DOxxUcRZ87Nld2e4FY,"{'compound_code': '37J6+24 The Hague, Netherlands', 'global_code': '9F4637J6+24'}",,ChIJJ8tq9DOxxUcRZ87Nld2e4FY,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Goudenregenstraat 332, Den Haag",,,085 773 4222,"Goudenregenstraat 332, 2565 GG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0941391, 'lng': 4.268574600000001}, 'viewport': {'northeast': {'lat': 52.0955017302915, 'lng': 4.269819730291503}, 'southwest': {'lat': 52.0928037697085, 'lng': 4.267121769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJkw382yWxxUcRxlVyUBP4Yxo,"{'compound_code': '37V9+MC The Hague, Netherlands', 'global_code': '9F4637V9+MC'}",,ChIJkw382yWxxUcRxlVyUBP4Yxo,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Westduinweg 79, Den Haag",,,085 773 4222,"Westduinweg 79, 2583 ED Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.090605, 'lng': 4.2739768}, 'viewport': {'northeast': {'lat': 52.0919924302915, 'lng': 4.275296580291502}, 'southwest': {'lat': 52.0892944697085, 'lng': 4.272598619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJr6f99-SxxUcRB20YOK-p1po,"{'compound_code': '37RF+6H The Hague, Netherlands', 'global_code': '9F4637RF+6H'}",,ChIJr6f99-SxxUcRB20YOK-p1po,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Willem de Zwijgerlaan 42, Den Haag",,,085 773 4222,"Willem de Zwijgerlaan 42, 2582 ER Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1045373, 'lng': 4.2702558}, 'viewport': {'northeast': {'lat': 52.1058480302915, 'lng': 4.271670480291503}, 'southwest': {'lat': 52.1031500697085, 'lng': 4.268972519708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJUXU0Gm2xxUcRTvlUtNhNyIk,"{'compound_code': '473C+R4 The Hague, Netherlands', 'global_code': '9F46473C+R4'}",,ChIJUXU0Gm2xxUcRTvlUtNhNyIk,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Vissershavenstraat 3, Den Haag",,,085 773 4222,"Vissershavenstraat 3, 2583 DE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0963168, 'lng': 4.2753539}, 'viewport': {'northeast': {'lat': 52.0976429302915, 'lng': 4.276668630291503}, 'southwest': {'lat': 52.0949449697085, 'lng': 4.273970669708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJh7pt9BixxUcR5tW6SX_Ctfg,"{'compound_code': '37WG+G4 The Hague, Netherlands', 'global_code': '9F4637WG+G4'}",,ChIJh7pt9BixxUcR5tW6SX_Ctfg,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Prins Mauritslaan 57, Den Haag",,,085 773 4222,"Prins Mauritslaan 57, 2582 LN Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1082295, 'lng': 4.2828995}, 'viewport': {'northeast': {'lat': 52.10940408029149, 'lng': 4.284272480291502}, 'southwest': {'lat': 52.1067061197085, 'lng': 4.281574519708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJp7IzUeKxxUcR-PrjHTDltOM,"{'compound_code': '475M+75 The Hague, Netherlands', 'global_code': '9F46475M+75'}",,ChIJp7IzUeKxxUcR-PrjHTDltOM,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Neptunusstraat 92, Den Haag",,,085 773 4222,"Neptunusstraat 92, 2586 GV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1030049, 'lng': 4.286044}, 'viewport': {'northeast': {'lat': 52.1043915802915, 'lng': 4.287374830291502}, 'southwest': {'lat': 52.10169361970851, 'lng': 4.284676869708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Camper2freedom,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110444302247766049111"">Camper2freedom</a>'], 'photo_reference': 'AeJbb3ev0Q-2nuOI5KwHE2RHBc9TKYAyy38-D-THepKiDzESvMiQoFgQAq5ttz6PJW_u5JS1Z8KKSrOpano74e4MdbmkFPGFNVpL8fEfJ2AKpC1b4-JsHfOVw8AvJjl7HJev_1sW9SQvjHxGn1wzgxcFgKAaji5VZvmLDEp47ouw0roZg17E', 'width': 4032}]",ChIJfZ2I46-wxUcR7BHoZsVBa3U,"{'compound_code': '473P+6C The Hague, Netherlands', 'global_code': '9F46473P+6C'}",,ChIJfZ2I46-wxUcR7BHoZsVBa3U,GOOGLE,"['car_rental', 'point_of_interest', 'establishment']",,"Kanaalweg 113, Den Haag",,,06 53271451,"Kanaalweg 113, 2584 CH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.1124482, 'lng': 4.287529399999999}, 'viewport': {'northeast': {'lat': 52.11380958029149, 'lng': 4.288986630291502}, 'southwest': {'lat': 52.1111116197085, 'lng': 4.286288669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJ1SRKIiixxUcRLw5B-GOLnMw,"{'compound_code': '476Q+X2 The Hague, Netherlands', 'global_code': '9F46476Q+X2'}",,ChIJ1SRKIiixxUcRLw5B-GOLnMw,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Harstenhoekplein 1, Den Haag",,,085 773 4222,"Harstenhoekplein 1, 2587 RH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0521425, 'lng': 4.2376499}, 'viewport': {'northeast': {'lat': 52.0534971802915, 'lng': 4.238941180291502}, 'southwest': {'lat': 52.0507992197085, 'lng': 4.236243219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mani Tours & Taxi,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117782516295111263939"">Mani Tours &amp; Taxi</a>'], 'photo_reference': 'AeJbb3fkynVr1ndxZblSrgZiQMrvwjsvx51AmoaN7ah8cko0THpOWLUh0m1fbn2kAwikADdCcxjOB3zSvw39JmOJYcpizEq53yQ_X-bT5A2nSORig0Rdm_sAURVUGoHu_uhdRj9Q929lpZM8V3XwR9TzoeXpZaxAukhYIVa8d_ACTo9z0yWd', 'width': 1920}]",ChIJYaivGqCxxUcRm7Hv6QOfkSM,"{'compound_code': '362Q+V3 The Hague, Netherlands', 'global_code': '9F46362Q+V3'}",5,ChIJYaivGqCxxUcRm7Hv6QOfkSM,GOOGLE,"['car_rental', 'taxi_stand', 'point_of_interest', 'establishment']",2,"Luxemburgstraat 73, Den Haag",,,070 204 2203,"Luxemburgstraat 73, 2552 RB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.05588580000001, 'lng': 4.2455931}, 'viewport': {'northeast': {'lat': 52.0572872302915, 'lng': 4.246906930291503}, 'southwest': {'lat': 52.0545892697085, 'lng': 4.244208969708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJIxNHw9exxUcRUZLkHKJsaoI,"{'compound_code': '364W+96 The Hague, Netherlands', 'global_code': '9F46364W+96'}",,ChIJIxNHw9exxUcRUZLkHKJsaoI,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Van der Goeslaan 30, Den Haag",,,085 773 4222,"Van der Goeslaan 30, 2552 VW Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0632321, 'lng': 4.257014}, 'viewport': {'northeast': {'lat': 52.0645734802915, 'lng': 4.258398080291503}, 'southwest': {'lat': 52.0618755197085, 'lng': 4.255700119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJ8_KQBzaxxUcRICo8M6AAlnk,"{'compound_code': '3774+7R The Hague, Netherlands', 'global_code': '9F463774+7R'}",,ChIJ8_KQBzaxxUcRICo8M6AAlnk,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Okkernootstraat 23, Den Haag",,,085 773 4222,"Okkernootstraat 23, 2555 ZH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06822769999999, 'lng': 4.259927999999999}, 'viewport': {'northeast': {'lat': 52.06962943029149, 'lng': 4.261384230291502}, 'southwest': {'lat': 52.06693146970849, 'lng': 4.258686269708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJ53BHwBCxxUcRdCfXF9BkvJg,"{'compound_code': '3795+7X The Hague, Netherlands', 'global_code': '9F463795+7X'}",,ChIJ53BHwBCxxUcRdCfXF9BkvJg,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Limoenhof 9, Den Haag",,,085 773 4222,"Limoenhof 9, 2564 KT Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0667596, 'lng': 4.2528598}, 'viewport': {'northeast': {'lat': 52.06811328029151, 'lng': 4.254280730291502}, 'southwest': {'lat': 52.06541531970851, 'lng': 4.251582769708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJlVyGUsexxUcREdz6UZ4VAB0,"{'compound_code': '3783+P4 The Hague, Netherlands', 'global_code': '9F463783+P4'}",,ChIJlVyGUsexxUcREdz6UZ4VAB0,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Appelstraat 107, Den Haag",,,085 773 4222,"Appelstraat 107, 2564 EL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06329479999999, 'lng': 4.2695624}, 'viewport': {'northeast': {'lat': 52.0645736302915, 'lng': 4.270852330291502}, 'southwest': {'lat': 52.0618756697085, 'lng': 4.268154369708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJA0-DD7KxxUcRqzfj_dWkGIo,"{'compound_code': '3779+8R The Hague, Netherlands', 'global_code': '9F463779+8R'}",,ChIJA0-DD7KxxUcRqzfj_dWkGIo,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Medemblikstraat 252, Den Haag",,,085 773 4222,"Medemblikstraat 252, 2547 HD Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0711907, 'lng': 4.263596500000001}, 'viewport': {'northeast': {'lat': 52.07252038029149, 'lng': 4.264861380291503}, 'southwest': {'lat': 52.06982241970849, 'lng': 4.262163419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 662, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102451258791132798279"">MyWheels</a>'], 'photo_reference': 'AeJbb3cWIr7HQdziVwyqhzPRJ8ZuGt1AFWzuRE50XCAzyqlDKy3aGZAQUKBcWcJAvfsT45YpAkkdfj-nSnJreBUgar3xIMtLw_gqsrElUSTKwN9ri7tT8cA5N4HPHcXffJnjML0gpHehzR5jGESS3dZQjyI7I2RLYTka_4OBOHtSQ1Ns_MAi', 'width': 1177}]",ChIJi7cBRl-xxUcRsfVxpCsYwvM,"{'compound_code': '37C7+FC The Hague, Netherlands', 'global_code': '9F4637C7+FC'}",,ChIJi7cBRl-xxUcRsfVxpCsYwvM,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Laan van Eik en Duinen 157, Den Haag",,,085 773 4222,"Laan van Eik en Duinen 157, 2564 GN Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0703164, 'lng': 4.269243200000001}, 'viewport': {'northeast': {'lat': 52.0718145802915, 'lng': 4.270753580291503}, 'southwest': {'lat': 52.06911661970851, 'lng': 4.268055619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJh1Ly_mixxUcRDd8UladY-6U,"{'compound_code': '37C9+4M The Hague, Netherlands', 'global_code': '9F4637C9+4M'}",,ChIJh1Ly_mixxUcRDd8UladY-6U,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Mient 164, Den Haag",,,085 773 4222,"Mient 164, 2564 KS Den Haag, Netherlands"
