company_name,Street_Address,City_Address,Telephone,email,websiteurl,ul,tags
SternRent,Radarweg 8 ,1042 AA Amsterdam,020-6126066,amsterdamwest@sternrent.nl,www.sternrent.nl,https://www.bovag.nl/Leden/SternRent-(13),[]
Stern 1M Amsterdam-West,Radarweg 8 ,1042 AA Amsterdam,020-8510824,info@stern.nl,www.stern.nl,https://www.bovag.nl/Leden/Stern-1M-Amsterdam-West,[]
Autobedrijf Gebrs. Kooij,Rijksstraatweg 32 F,3545 NA Utrecht,030-6621231,info@autokooy.nl,www.autokooy.nl,https://www.bovag.nl/Leden/Autobedrijf-Gebrs-Kooij,[]
Autobedrijf Van den Berg en Wiggers,Contactweg 24 ,1014 BH Amsterdam,020-6868956,info@bergenwiggers.nl,www.boschcarserviceamsterdam.nl,https://www.bovag.nl/Leden/Autobedrijf-Van-den-Berg-en-Wiggers,[]
Autobedrijf Hopmans B.V.,De Langeweg 12 A,4762 RB Zevenbergen,0168-328040,info@hopmans.com,www.hopmans.com,https://www.bovag.nl/Leden/Autobedrijf-Hopmans-B-V,[]
Autoschade J. Niesing B.V.,H.J.E. Wenckebachweg 51 ,1096 AK Amsterdam,020-6650003,info@autoschadeniesing.nl,www.absautoherstel.nl,https://www.bovag.nl/Leden/Autoschade-J-Niesing-B-V,[]
van Rijckevorsel van Kessel Automobielen,Zuidrand 1 ,4761 ZZ Zevenbergen,0168-371337,info@rijckevorsel-automobielen.nl,www.rijckevorsel-automobielen.nl,https://www.bovag.nl/Leden/van-Rijckevorsel-van-Kessel-Automobielen,[]
Autobedrijf van Drimmelen B.V.,Melassestraat 2 ,4761 ZV Zevenbergen,0168-371501,info@vandrimmelenford.nl,www.vandrimmelenford.nl,https://www.bovag.nl/Leden/Autobedrijf-van-Drimmelen-B-V,[]
BG Autoservice V.O.F.,Zuidrand 3 a,4761 ZZ Zevenbergen,0168-404065,info@vakgaragebg.nl,www.bgautoservice.nl,https://www.bovag.nl/Leden/BG-Autoservice-V-O-F,[]
Garage Dijkers B.V.,Zijlkade 24 b,4243 JE Nieuwland,0183-352201,info@garagedijkers.nl,www.garagedijkers.nl,https://www.bovag.nl/Leden/Garage-Dijkers-B-V,[]
Autobedrijf Verbree IJsselstein B.V.,Panoven 70 ,3401 RB IJsselstein Ut,030-6868270,mark.verbree@vakgarageverbree.nl,www.autoverbree.nl,https://www.bovag.nl/Leden/Autobedrijf-Verbree-IJsselstein-B-V,[]
Elektrische Fiets Winkel,Kabelweg 88 ,1014 BC Amsterdam,020-7163915,info@elektrischefietswinkel.nl,www.elektrischefietswinkel.nl,https://www.bovag.nl/Leden/Elektrische-Fiets-Winkel,[]
Ton's fietsenmakerij,Groen van Prinstererstr 53 H,1051 EJ Amsterdam,020-4751575,ton@verwindt.nl,www.tonfiets.nl,https://www.bovag.nl/Leden/Ton-s-fietsenmakerij,[]
Scheerders en Zn. B.V.,Touwslagerij 20 ,4762 AT Zevenbergen,0168-335531,info@garagescheerders.nl,www.garagescheerders.nl,https://www.bovag.nl/Leden/Scheerders-en-Zn-B-V,[]
't Amsterdammertje,Amstel 340 H,1017 AS Amsterdam,020-6236491,info@amsterdammertje.nu,www.amsterdammertje.nu,https://www.bovag.nl/Leden/t-Amsterdammertje,[]
Autorijschool Groenland,Warande 32 ,1943 BR Beverwijk,0251-220608,info@keesgroenland.nl,www.keesgroenland.nl,https://www.bovag.nl/Leden/Autorijschool-Groenland,[]
A-Point Service Amsterdam West,Kabelweg 100 ,1014 BC Amsterdam,020-6870700,a-pointamsterdamwest@a-point.nl,www.a-point.nl,https://www.bovag.nl/Leden/A-Point-Service-Amsterdam-West,[]
Autobedrijf Aarsman B.V.,Touwslagerij 18 ,4762 AT Zevenbergen,0168-370500,info@autobedrijfaarsman.nl,www.autobedrijfaarsman.nl,https://www.bovag.nl/Leden/Autobedrijf-Aarsman-B-V,[]
Garagebedrijf Goverde,Industrieweg 15 ,4762 AE Zevenbergen,0168-329781,receptie@garagebedrijfgoverde.nl,www.goverdegroep.nl,https://www.bovag.nl/Leden/Garagebedrijf-Goverde,[]
Automobielbedrijf G en W,Duivendrechtsekade 78 ,1096 AH Amsterdam,020-4635133,contact@autogenw.nl,https://www.automobielbedrijfgenw.nl/,https://www.bovag.nl/Leden/Automobielbedrijf-G-en-W,[]
Rosiervandenbosch Bedrijfswagens B.V.,Reactorweg 27 ,3542 AD Utrecht,030-6663234,info@rosiervandenbosch.nl,www.rosiervandenbosch.nl,https://www.bovag.nl/Leden/Rosiervandenbosch-Bedrijfswagens-B-V,[]
Auto Centrum Arkel,Vlietskade 7016 ,4241 WR Arkel,0183-562344,info@aca-lpg.nl,www.aca-boschcarservice.nl,https://www.bovag.nl/Leden/Auto-Centrum-Arkel,[]
Autobedrijf Burgering,Brink 6 ,1947 KV Beverwijk,0251-226594,info@burgering.nl,www.burgering.nl,https://www.bovag.nl/Leden/Autobedrijf-Burgering,[]
Autobedrijf Van Zessen Lexmond B.V.,Ambachtsweg 6 ,4128 LC Lexmond,0347-358000,info@zessen.nl,www.zessen.nl,https://www.bovag.nl/Leden/Autobedrijf-Van-Zessen-Lexmond-B-V,[]
Rijschool Dragan,Van Hogendorpplein 98 ,1051 DA Amsterdam,06-24742540,info@dragan.nl,www.dragan.nl,https://www.bovag.nl/Leden/Rijschool-Dragan,[]
Autoservice de Kemp B.V.,Zeemanlaan 3 ,3401 MV IJsselstein Ut,030-6880373,info@autoservicedekemp.nl,www.autoservicedekemp.nl,https://www.bovag.nl/Leden/Autoservice-de-Kemp-B-V,[]
Hauzendorfer-Service-Station,Tienlingstraat 14 ,1507 DD Zaandam,075-6142414,info@hauzendorfer.nl,www.hauzendorfer.nl,https://www.bovag.nl/Leden/Hauzendorfer-Service-Station,[]
AutoServiceCenter IJsselstein,Lage Dijk-Noord 11 ,3401 VA IJsselstein Ut,030-6882291,info@autoservicecenter.nl,www.autoservicecenter.nl,https://www.bovag.nl/Leden/AutoServiceCenter-IJsselstein,[]
Apkbeverwijk.nl,Vennelaan 8 ,1947 HL Beverwijk,0251-217623,info@apkbeverwijk.nl,www.apkbeverwijk.nl,https://www.bovag.nl/Leden/Apkbeverwijk-nl,[]
Vakgarage Thijs van Zantvliet,Vennelaan 6 ,1947 HL Beverwijk,0251-292645,info@vakgaragethijsvanzantvliet.nl,www.vakgaragethijsvanzantvliet.nl,https://www.bovag.nl/Leden/Vakgarage-Thijs-van-Zantvliet,[]
Het Zwarte Fietsenplan B.V.,Nieuwezijds Voorburgwal 146 ,1012 SJ Amsterdam,020-6708531,info@hetzwartefietsenplan.nl,www.hetzwartefietsenplan.nl,https://www.bovag.nl/Leden/Het-Zwarte-Fietsenplan-B-V,[]
Automobielbedrijf Andreae B.V.,De Hil 2 ,4762 AG Zevenbergen,0168-324150,info@andreae.nl,www.andreae.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Andreae-B-V,[]
Cartechnics IJsselstein B.V.,Kamerlingh Onneslaan 19 ,3401 MZ IJsselstein Ut,030-2993009,info@cartechnicsbv.nl,www.cartechnicsbv.nl,https://www.bovag.nl/Leden/Cartechnics-IJsselstein-B-V,[]
Autoschadehuis Beverwijk,Beijneslaan 26 ,1947 HK Beverwijk,0251-221640,beverwijk@autoschadehuis.nl,www.autoschadehuis.nl,https://www.bovag.nl/Leden/Autoschadehuis-Beverwijk,[]
De Fietsenmaker,Nieuwe Hoogstraat 21 ,1011 HD Amsterdam,020-6246137,r.bankras@quicknet.nl,www.bankrasbikes.nl,https://www.bovag.nl/Leden/De-Fietsenmaker,[]
Autobedrijf Verhoeven,Oude Kerkstraat 83 ,4758 BD Standdaarbuiten,0165-312129,info@autoverhoeven.nl,www.autoverhoeven.nl,https://www.bovag.nl/Leden/Autobedrijf-Verhoeven,[]
Caravan Onderhoud Stichtse Vecht B.V.,Gageldijk 29 ,3602 AG Maarssen,030-2618389,info@caravanstallingstichtsevecht.nl,www.caravanonderhoudstichtsevecht.nl,https://www.bovag.nl/Leden/Caravan-Onderhoud-Stichtse-Vecht-B-V,[]
Motor en scootercentrum Bos,Amsterdamsestraatweg 959 ,3555 HR Utrecht,030-2441775,info@mc-bos.nl,www.mc-bos.nl,https://www.bovag.nl/Leden/Motor-en-scootercentrum-Bos,[]
Autobedrijf L.D.G. Service,Kolk 40 ,4241 TJ Arkel,0183-305110,info@autobedrijfldgservice.com,https://www.autobedrijfldgservice.com,https://www.bovag.nl/Leden/Autobedrijf-L-D-G-Service,[]
Adrie Jonk Autoverhuur Zaandam,Ronde Tocht 10 ,1507 CC Zaandam,0299-469999,info@autorentadriejonk.nl,www.adriejonk.nl,https://www.bovag.nl/Leden/Adrie-Jonk-Autoverhuur-Zaandam,[]
Drent & Kloek BV,Schouwenaarsstraat 1 ,1945 SW Beverwijk,0251-239764,info@drentenkloek.nl,www.drentenkloek.nl,https://www.bovag.nl/Leden/Drent-Kloek-BV,[]
Autoprins B.V.,Kleine Tocht 37 ,1507 CA Zaandam,075-6160766,info@autoprins.nl,www.autoprins.nl,https://www.bovag.nl/Leden/Autoprins-B-V,[]
Autobedrijf B. van der Linden,Bethuneweg 1 ,3612 AX Tienhoven Ut,0346-562798,autobedrijf@bvdlinden.nl,,https://www.bovag.nl/Leden/Autobedrijf-B-van-der-Linden,[]
Garage de Witte,Transvaal 73 ,4254 BB Sleeuwijk,0183-301930,info@garagedewitte.nl,www.garagedewitte.nl,https://www.bovag.nl/Leden/Garage-de-Witte,[]
Van Mossel Zaandam,Kleine Tocht 22 ,1507 CB Zaandam,+31 (0)75 - 204 3003,info@vanmossel.nl,https://www.vanmossel.nl/,https://www.bovag.nl/Leden/Van-Mossel-Zaandam,[]
Van Mossel Zaandam,Kleine Tocht 22 ,1507 CB Zaandam,075 616 0074,rdn.zaandam@vanmossel.nl,,https://www.bovag.nl/Leden/Van-Mossel-Zaandam-(1),[]
Autoschadebedrijf A. Breedveld B.V.,Vaart 26 ,4206 CG Gorinchem,0183-632799,gorinchem@denelzen.nl,www.denelzen.nl,https://www.bovag.nl/Leden/Autoschadebedrijf-A-Breedveld-B-V,[]
Autobedrijf Rayan Kramer,Industrieweg 21 garage,1115 AD Duivendrecht,020-6981306,info@vakgaragerayankramer.nl,https://www.vakgaragerayankramer.nl/,https://www.bovag.nl/Leden/Autobedrijf-Rayan-Kramer,[]
Autogroep Ursem Barten Zaandam,Kleine Tocht 20 ,1507 CB Zaandam,075-63132661,zaandam@ursembarten.nl,www.ursembarten.nl,https://www.bovag.nl/Leden/Autogroep-Ursem-Barten-Zaandam-(1),[]
RiBo Gorinchem B.V.,Stationsweg 21 ,4205 AA Gorinchem,0183-627999,info@ribogorinchem.nl,www.ribogorinchem.nl,https://www.bovag.nl/Leden/RiBo-Gorinchem-B-V,[]
Autobedrijf Lux,Cornelis Drebbelstraat 28 H,1097 AL Amsterdam,020-4657131,info@garagelux.nl,www.garagelux.nl,https://www.bovag.nl/Leden/Autobedrijf-Lux,[]
Autocentrum 'Duivendrecht' B.V.,Industrieweg 27 ,1115 AD Duivendrecht,020-6995176,info@autocentrumduivendrecht.nl,www.autocentrumduivendrecht.nl,https://www.bovag.nl/Leden/Autocentrum-Duivendrecht-B-V,[]
Fietsenmakerij Macbike BV,Nieuwe Uilenburgerstraat 30 ,1011 LR Amsterdam,020-6200985,info@macbike.nl,www.macbike.nl,https://www.bovag.nl/Leden/Fietsenmakerij-Macbike-BV,[]
Garage Dunnebier B.V.,Dorpsstraat 357 ,1566 BD Assendelft,075-6871210,info@garage-dunnebier.nl,www.garage-dunnebier.nl,https://www.bovag.nl/Leden/Garage-Dunnebier-B-V,[]
ABS Kort Zierikzee,Banninklaan 8 ,4301 NN Zierikzee,0111-413551,info@abskortzierikzee.nl,www.abskortzierikzee.nl,https://www.bovag.nl/Leden/ABS-Kort-Zierikzee,[]
Ouke Baas Autoverhuur,Molenkade 42 ,1115 AC Duivendrecht,020-5692727,molenkade@oukebaas.nl,www.oukebaas.nl,https://www.bovag.nl/Leden/Ouke-Baas-Autoverhuur,[]
Metz Tweewielers,Dorpsstraat 367 ,1566 BD Assendelft,075-6871202,info@gerardmetz.nl,www.gerardmetz.nl,https://www.bovag.nl/Leden/Metz-Tweewielers,[]
Autobedrijf de Gier,Symon Spiersweg 1 ,1506 RZ Zaandam,075-6172828,info@autobedrijfdegier.nl,www.autobedrijfdegier.nl,https://www.bovag.nl/Leden/Autobedrijf-de-Gier,[]
One-2-Wash Noord-Holland B.V.,Symon Spiersweg 1 A,1506 RZ Zaandam,075-6177523,info@one2wash.nl,www.one2wash.nl,https://www.bovag.nl/Leden/One-2-Wash-Noord-Holland-B-V,[]
Gomes Utrecht,Isotopenweg 37 ,3542 AS Utrecht,088-2004410,info@gomes.nl,www.gomes.nl,https://www.bovag.nl/Leden/Gomes-Utrecht,[]
Autobedrijf de Witte Lantaarn,Amsterdamsestraatweg 813 ,3555 HK Utrecht,030-2442751,info@dewittelantaarnbv.nl,www.dewittelantaarnbv.nl,https://www.bovag.nl/Leden/Autobedrijf-de-Witte-Lantaarn,[]
Garage Auto-Supply,Planciusstraat 1 B,1013 MD Amsterdam,020-6242648,g.auto-supply@kpnplanet.nl,,https://www.bovag.nl/Leden/Garage-Auto-Supply,[]
Autorijschool De Schans,Mahatma Ghandhihof 23 ,1507 CP Zaandam,075-6310050,info@autorijschooldeschans.nl,www.autorijschooldeschans.nl,https://www.bovag.nl/Leden/Autorijschool-De-Schans,[]
Auto de Nobelpoort,Oudeweg 2 ,4301 TC Zierikzee,0111-414453,info@nobelpoort.nl,www.nobelpoort.nl,https://www.bovag.nl/Leden/Auto-de-Nobelpoort,[]
Dekkerautogroep Zaandam,Stormhoek 2 ,1506 SW Zaandam,088-1800300,klantencontact@dekkerautogroep.nl,www.dekkerautogroep.nl,https://www.bovag.nl/Leden/Dekkerautogroep-Zaandam,[]
Van Tilburg-Bastianen DAF B.V. Gorinchem,Papland 7 ,4206 CK Gorinchem,0183-622722,daf@tb.nl,www.tb.nl,https://www.bovag.nl/Leden/Van-Tilburg-Bastianen-DAF-B-V-Gorinchem,[]
J. Santbergen Auto's B.V.,Hoogstraat 29 ,4758 BN Standdaarbuiten,0165-314178,j.santbergen@hetnet.nl,,https://www.bovag.nl/Leden/J-Santbergen-Auto-s-B-V,[]
Caravanservice Ouwerkerk,Middenweg 21 ,4305 ND Ouwerkerk,0111-642306,info@caravanservice-ouwerkerk.nl,www.caravanservice-ouwerkerk.nl,https://www.bovag.nl/Leden/Caravanservice-Ouwerkerk,[]
Rijschool Company,Linnaeusstraat 93 -2,1093 EL Amsterdam,020-2600105,info@rijschoolcompany.nl,www.rijschoolcompany.nl,https://www.bovag.nl/Leden/Rijschool-Company,[]
Autobedrijf H. van Vliet,Bredeweg 42 H,1098 BS Amsterdam,020-6946291,gijs@garagehvanvliet.nl,https://autobedrijfhvanvliet.nl/,https://www.bovag.nl/Leden/Autobedrijf-H-van-Vliet,[]
Autorijschool Koen Meurs t.h.o.d.n. Nederveen,Binnenbaan 32 ,4206 WJ Gorinchem,06 - 1062 0748,koen.meurs@nederveen.com,https://Nederveen.com/Koen,https://www.bovag.nl/Leden/Autorijschool-Koen-Meurs-t-h-o-d-n-Nederveen,[]
Diks Autoverhuur BV,Hexaanweg 5 ,1041 AX Amsterdam,020-4116114,hexaan@diks.net,www.diks.net,https://www.bovag.nl/Leden/Diks-Autoverhuur-BV,[]
Goedbloed Auto's BV,Oudeweg 1 ,4301 TC Zierikzee,0111-414951,info@autogoedbloed.nl,www.autogoedbloed.nl,https://www.bovag.nl/Leden/Goedbloed-Auto-s-BV,[]
"Peter Macco ""Alles voor Uw fiets"" B.V.",Nijverheidsweg 18 B,3534 AM Utrecht,030 - 2433832,petermacco@hotmail.com,www.petermacco.nl,https://www.bovag.nl/Leden/Peter-Macco-Alles-voor-Uw-fiets-B-V,[]
Sixt B.V.,Oosterdoksstraat 4 ,1011 DK Amsterdam,020-6242955,info@sixt.com,www.sixt.com,https://www.bovag.nl/Leden/Sixt-B-V-(11),[]
Hertz Utrecht,Martin-Ovenweg 16 ,3555 HZ Utrecht,030-2941428,neutr60@hertz.com,www.hertz.nl,https://www.bovag.nl/Leden/Hertz-Utrecht,[]
Autobedrijf Mulder Gorinchem,Vaart 1 ,4206 CC Gorinchem,0183-611212,gorinchem@mulderpeugeot.nl,www.mulderautomotive.nl,https://www.bovag.nl/Leden/Autobedrijf-Mulder-Gorinchem,[]
Autobedrijf M. Maijer,Vlampijpstraat 53 ,3534 AR Utrecht,06-10038739,maikel428@hotmail.com,www.autobedrijf-mayer.nl,https://www.bovag.nl/Leden/Autobedrijf-M-Maijer,[]
Europcar Autoverhuur BV,Amsterdamsestraatweg 656 ,3555 HX Utrecht,030-2964181,utrecht@europcar.nl,www.europcar.nl,https://www.bovag.nl/Leden/Europcar-Autoverhuur-BV-(10),[]
Automobielbedrijf J. Damsté B.V.,Dukatenburg 94 ,3437 AE Nieuwegein,030-6004900,info@damste-nieuwegein.nl,https://damste-auto.nl,https://www.bovag.nl/Leden/Automobielbedrijf-J-Damste-B-V,[]
Tweewielercentrum Van de Reijt B.V.,Kwekelstraat 27 - 29,4201 JV Gorinchem,0183-630489,info@vandereijtfietsen.nl,www.vandereijtfietsen.nl,https://www.bovag.nl/Leden/Tweewielercentrum-Van-de-Reijt-B-V,[]
Enterprise Rent-A-Car,Harry Banninkstraat 129 ,1011 DD Amsterdam,020-7401950,sales@enterprise-netherlands.com,www.enterprise.nl,https://www.bovag.nl/Leden/Enterprise-Rent-A-Car,[]
Car Centre Sleeuwijk,De Hoogjens 63 ,4254 XV Sleeuwijk,0183-301438,info@carcentresleeuwijk.nl,www.carcentresleeuwijk.nl,https://www.bovag.nl/Leden/Car-Centre-Sleeuwijk,[]
Autotaalglas Zaandam,Pieter Ghijsenlaan 7 ,1506 PW Zaandam,075-6171005,zaa@autotaalglas.nl,www.autotaalglas.nl,https://www.bovag.nl/Leden/Autotaalglas-Zaandam,[]
Avia Selfservice Station 'Westerspoor',Aris van Broekweg 2 A-B,1507 BB Zaandam,075 631 0695,,,https://www.bovag.nl/Leden/Avia-Selfservice-Station-Westerspoor,[]
Autobedrijf Nieuwendijk Zaandam,Pieter Ghijsenlaan 5 ,1506 PW Zaandam,075-6504524,administratie282@renault-nieuwendijk.nl,www.autobedrijf-nieuwendijk.nl,https://www.bovag.nl/Leden/Autobedrijf-Nieuwendijk-Zaandam,[]
Stern 4V Zaandam,Pieter Ghijsenlaan 5 ,1506 PW Zaandam,075-6504522,info@stern.nl,www.atern.nl,https://www.bovag.nl/Leden/Stern-4V-Zaandam,[]
Auto Beeks B.V.,Pieter Ghijsenlaan 3 ,1506 PW Zaandam,075-6144888,mbeeks@beeks.nl,www.beeks.nl,https://www.bovag.nl/Leden/Auto-Beeks-B-V,[]
Autobedrijf Legemaate B.V.,Boerenweg 4 ,4301 SG Zierikzee,0111-412686,info@autolegemaate.nl,www.autolegemaate.nl,https://www.bovag.nl/Leden/Autobedrijf-Legemaate-B-V,[]
ABS Boekhorst Coenen Utrecht B.V.,Steenovenweg 4 -6,3532 AE Utrecht,030-2940048,utrecht@boekhorst.nl,www.boekhorst.nl,https://www.bovag.nl/Leden/ABS-Boekhorst-Coenen-Utrecht-B-V,[]
Kok & Stam Autoservice,Pieter Ghijsenlaan 1 B,1506 PW Zaandam,075-6313031,kokenstam@hotmail.com,www.kokenstam.nl,https://www.bovag.nl/Leden/Kok-Stam-Autoservice,[]
Autobedrijf Gebr. Raaijmakers BV,Prins Reinierstraat 14 ,4651 RZ Steenbergen NB,0167-566757,info@autoraaijmakers.nl,https://autoraaijmakers.nl/,https://www.bovag.nl/Leden/Autobedrijf-Gebr-Raaijmakers-BV,[]
Autobedrijf Van Oevelen,Prins Reinierstraat 8 ,4651 RZ Steenbergen NB,06-53408649,richarda8q@hotmail.com,www.autobedrijfvanoevelenbv.nl,https://www.bovag.nl/Leden/Autobedrijf-Van-Oevelen,[]
Autobedrijf Oosterwijk,Belgielaan 33 ,1946 TJ Beverwijk,0251-245091,info@autobedrijfoosterwijk.nl,autobedrijfoosterwijk.nl,https://www.bovag.nl/Leden/Autobedrijf-Oosterwijk,[]
ASN Autoschade Service Gorinchem,Spijksedijk 10 ,4207 GN Gorinchem,0183-635636,gdblieck@asnmail.nl,www.asngorinchem.nl,https://www.bovag.nl/Leden/ASN-Autoschade-Service-Gorinchem,[]
Fioole Auto's,Grevelingenstraat 19 ,4301 XZ Zierikzee,0111-414194,info@fiooleautos.nl,www.fiooleautos.nl,https://www.bovag.nl/Leden/Fioole-Auto-s,[]
Autobedrijf J. Niesten BV,Ambachtsring 2 ,1969 NH Heemskerk,0251-244395,info@janniesten.nl,www.janniesten.nl,https://www.bovag.nl/Leden/Autobedrijf-J-Niesten-BV,[]
Verkeersschool Frijters,Rijpersweg 94 ,4751 AV Oud Gastel,0165-512883,info@verkeersschoolfrijters.nl,www.verkeersschoolfrijters.nl,https://www.bovag.nl/Leden/Verkeersschool-Frijters,[]
Jack Oosterwijk Aanhangwagens V.O.F.,De Hoogjens 39 ,4254 XV Sleeuwijk,0183-304076,info@jackoosterwijk.nl,www.jackoosterwijk.nl,https://www.bovag.nl/Leden/Jack-Oosterwijk-Aanhangwagens-V-O-F,[]
Auto Jonker Zaanstad B.V.,Houthavenkade 48 ,1506 PD Zaandam,075-6123885,verkoop@suzukizaanstad.nl,www.suzuki-jonker.nl,https://www.bovag.nl/Leden/Auto-Jonker-Zaanstad-B-V,[]
Autobedrijf Iriks B.V.,Drukkerij 1 ,4651 SL Steenbergen NB,0167-566662,info@iriks.nl,www.iriks.nl,https://www.bovag.nl/Leden/Autobedrijf-Iriks-B-V,[]
ASN Autoschadeservice Heemskerk B.V.,Lijnbaan 15 ,1969 NB Heemskerk,0251-232960,heemskerk@asnmail.nl,www.asngroep.nl,https://www.bovag.nl/Leden/ASN-Autoschadeservice-Heemskerk-B-V,[]
Autobedrijf Cuelenaere,Nassaulaan 6 ,4651 AA Steenbergen NB,0167-564150,info@cuelenaere.nl,www.cuelenaere.nl,https://www.bovag.nl/Leden/Autobedrijf-Cuelenaere,[]
Huijsmans Auto's,Graaf Hendrikstraat 1 ,4651 TB Steenbergen NB,0167-564196,info@huijsmansautos.nl,www.huijsmansautos.nl,https://www.bovag.nl/Leden/Huijsmans-Auto-s,[]
V.O.F. Automobielbedrijf Klok & Thissen,Rijksstraatweg 19 ,1969 LB Heemskerk,0251-252122,info@klokenthissen.nl,www.klokenthissen.nl,https://www.bovag.nl/Leden/V-O-F-Automobielbedrijf-Klok-Thissen,[]
Tinholt Heemskerk,Rijksstraatweg 19 b,1969 LB Heemskerk,023-5385550,heemskerk@tinholt.nl,www.tinholt.nl,https://www.bovag.nl/Leden/Tinholt-Heemskerk,[]
hackmann 2 wielers,Hogendijk 123 ,1506 AG Zaandam,075-6162691,info@hackmann2wielers.nl,www.hackmann2wielers.nl,https://www.bovag.nl/Leden/hackmann-2-wielers,[]
Auto Drogtrop B.V.,Rijksstraatweg 26 ,1964 LJ Heemskerk,0251-220646,info@drogtrop.nl,www.drogtrop.nl,https://www.bovag.nl/Leden/Auto-Drogtrop-B-V,[]
Autobedrijf Niestcar BV,Rijksstraatweg 21 ,1969 LB Heemskerk,0251-244666,info@niestcar.nl,www.niestcar.nl,https://www.bovag.nl/Leden/Autobedrijf-Niestcar-BV,[]
Rijschool Leo & Natasja,St. Antoinedijk 34 ,4751 SE Oud Gastel,0165-326549,admin@leodekkers.nl,https://autorijschool-leo-natasja.nl,https://www.bovag.nl/Leden/Rijschool-Leo-Natasja,[]
Verkeersschool My Way,Klieverink 773 ,1104 KD Amsterdam,06-54632162,the_only_way@live.nl,www.verkeersschoolmyway.nl,https://www.bovag.nl/Leden/Verkeersschool-My-Way,[]
Automobielbedrijf Dalton B.V.,Rijksstraatweg 21 A,1969 LB Heemskerk,0251-238171,info@autobedrijf-dalton.nl,www.autobedrijf-dalton.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Dalton-B-V,[]
Autobedrijf Iglesias l Fatels & Van Beek,Rijksstraatweg 23 A,1969 LB Heemskerk,0251-241664,info@fatelsvanbeek.nl,ww.fatelsvanbeek.nl,https://www.bovag.nl/Leden/Autobedrijf-Iglesias-l-Fatels-Van-Beek,[]
Euratom B.V.,Euratomplein 7 ,1966 SP Heemskerk,0251-231891,info@euratom.nl,,https://www.bovag.nl/Leden/Euratom-B-V,[]
Motorhuis Heemskerk,Rijksstraatweg 30 ,1964 LJ Heemskerk,0251-229162,beverwijk@motorhuis.nl,www.motorhuis.nl,https://www.bovag.nl/Leden/Motorhuis-Heemskerk,[]
ASN Autoschade Utrecht B.V.,Texasdreef 15 ,3565 CL Utrecht,030-2444185,utrecht@asnmail.nl,www.asngroep.nl,https://www.bovag.nl/Leden/ASN-Autoschade-Utrecht-B-V,[]
Autobedrijf van Baalen B.V.,Rijksstraatweg 25 ,1969 LB Heemskerk,0251-252375,verkoop@autobedrijfvanbaalen.nl,www.autobedrijfvanbaalen.nl,https://www.bovag.nl/Leden/Autobedrijf-van-Baalen-B-V,[]
AutoKievit Zierikzee,Grevelingenstraat 1 ,4301 XZ Zierikzee,0111-412529,info@autokievit.nl,www.autokievit.nl,https://www.bovag.nl/Leden/AutoKievit-Zierikzee,[]
ASN Autoschade Heijmans,Koperslagerij 7 ,4651 SK Steenbergen NB,0167-565926,receptie@asnheijmans.nl,www.asngroep.nl,https://www.bovag.nl/Leden/ASN-Autoschade-Heijmans,[]
Autogroep Ursem Barten Heemskerk,Rijksstraatweg 32 ,1964 LJ Heemskerk,0251-234350,heemskerk@ursembarten.nl,www.ursembarten.nl,https://www.bovag.nl/Leden/Autogroep-Ursem-Barten-Heemskerk,[]
Van Mossel Autoschade Utrecht B.V.,Perronlaan 2 ,3534 BG Utrecht,030-2829040,autoschade@van-mossel.nl,www.van-mossel.nl,https://www.bovag.nl/Leden/Van-Mossel-Autoschade-Utrecht-B-V,[]
Autobedrijf Gopal B.V.,Venserweg 15 ,1112 AR Diemen,020-6903328,jack@vakgaragegopal.nl,www.gopal-bv.nl,https://www.bovag.nl/Leden/Autobedrijf-Gopal-B-V,[]
Autobedrijf Dekker,Spuistraat 40 ,4697 BB St Annaland,0166-652454,kantoor@dekker-group.nl,www.dekker-group.nl,https://www.bovag.nl/Leden/Autobedrijf-Dekker,[]
Jan de Jonge Fietsen B.V.,Weststraat 7 ,4301 BW Zierikzee,0111-412115,info@jandejongefietsen.nl,www.jandejongefietsen.nl,https://www.bovag.nl/Leden/Jan-de-Jonge-Fietsen-B-V,[]
Broekhuis Heemskerk,Rijksstraatweg 36 ,1964 LJ Heemskerk,0251-278430,heemskerk@broekhuis.nl,www.broekhuis.nl,https://www.bovag.nl/Leden/Broekhuis-Heemskerk,[]
Broekhuis Verhuur Heemskerk,Rijksstraatweg 36 ,1964 LJ Heemskerk,0251-301801,euromobil.heemskerk@broekhuis.nl,www.broekhuis.nl,https://www.bovag.nl/Leden/Broekhuis-Verhuur-Heemskerk,[]
Van Mossel Renault Gorinchem,Edisonweg 7 ,4207 HE Gorinchem,0183-633047,rdn.gorinchem@vanmossel.nl,www.vanmosselvkv.nl,https://www.bovag.nl/Leden/Van-Mossel-Renault-Gorinchem,[]
Automobielbedrijf Bakker,Prinses Irenelaan 39 A,4255 VJ Nieuwendijk NB,0183-403212,info@bakker-renault.nl,www.bakker-renault.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Bakker,[]
Autobedrijf M.F. Timmer,Kleine Houtweg 54 ,1969 KT Heemskerk,0251-230430,info@timmerautobedrijf.nl,www.timmerautobedrijf.nl,https://www.bovag.nl/Leden/Autobedrijf-M-F-Timmer,[]
